species,vernacularName_fr
Ardea humbloti,Héron de Humblot
Ardea melanocephala,Héron mélanocéphale
Ardea purpurea,Héron pourpré
Ardeola idae,"Crabier blanc, Crabier de Madagascar, Crabier malgache"
Ardea idae,
Ardeola ralloides,"Crabier chevelu, Héron crabier"
Ardea ralloides,
Botaurus lentiginosus,Butor d'Amérique
Ardea lentiginosa,
Botaurus pinnatus,Butor mirasol
Ardea pinnata,
Botaurus poiciloptilus,Butor d'Australie
Ardea poiciloptila,
Botaurus stellaris,Butor étoilé
Ardea stellaris,
Bubulcus ibis,"Héron garde-boeufs, Pique bœufs"
Ardea ibis,
Ardeola ibis,
Egretta ibis,
Cancroma Coromanda,
Butorides striata,Héron strié
Ardea striata,
Ardeola striata,
Butorides striatus,
Ardetta macrorhyncha,
Ardea patruelis,
Ardea rutenbergi,
Butorides virescens,"Héron vert, Caiali"
Ardea virescens,
Cochlearius cochlearius,Savacou huppé
Cancroma cochlearia,
Egretta ardesiaca,
Ardea ardesiaca,
Egretta caerulea,Aigrette bleue
Ardea caerulea,
Florida caerulea,
Hydranassa caerulea,
Egretta dimorpha,Aigrette dimorphe
Egretta garzetta,Aigrette garzette
Ardea garzetta,
Egretta gularis,"Aigrette des récifs, Aigrette à gorge blanche"
Ardea gularis,
Egretta novaehollandiae,"Aigrette à face blanche, Héron à face blanche, Long cou"
Ardea novaehollandiae,
Egretta picata,Héron pie
Ardea (Herodias) picata,
Egretta rufescens,Aigrette roussâtre
Ardea rufescens,
Egretta sacra,Aigrette sacrée
Ardea sacra,
Ardea albolineata,
Egretta thula,Aigrette neigeuse
Ardea thula,
Egretta tricolor,Aigrette tricolore
Ardea tricolor,
Egretta ruficollis,
Ixobrychus exilis,Petit Blongios
Ardea exilis,
Ardea erythromelas,
Ixobrychus involucris,Blongios varié
Ardea involucris,
Ixobrychus minutus,"Blongios nain, Butor blongios"
Ardea minuta,
Ixobrychus dubius,
Nyctanassa violacea,Bihoreau violacé
Ardea violacea,
Nycticorax violacea,
Ardea cayennensis,
Nycticorax caledonicus,
Ardea caledonica,
Nycticorax duboisi,Bihoreau de La Réunion
Ardea duboisi,
Nycticorax borbonensis,
Nycticorax nycticorax,"Bihoreau gris, Héron bihoreau"
Ardea nycticorax,
Ardea hoactli,
Pilherodius pileatus,Héron coiffé
Ardea pileata,
Tigrisoma fasciatum,Onoré fascié
Ardea Fasciata,
Tigrisoma lineatum,Onoré rayé
Ardea lineata,
Zebrilus undulatus,"Butor zigzag, Onoré zigzag"
Ardea undulata,
Ciconia ciconia,Cigogne blanche
Ardea ciconia,
Ciconia maguari,Cigogne maguari
Ardea Maguari,
Ciconia nigra,Cigogne noire
Ardea nigra,
Jabiru mycteria,Jabiru d'Amérique
Ciconia mycteria,
Leptoptilos crumeniferus,Marabout d'Afrique
Ciconia crumenifera,
Mycteria americana,Tantale d'Amérique
Fregata ariel,Frégate ariel
Atagen ariel,
Fregata magnificens,Frégate superbe
Fregata minor,Frégate du Pacifique
Pelecanus minor,
Pelecanus palmerstoni,
Pelecanus conspicillatus,Pélican à lunettes
Pelecanus crispus,Pélican frisé
Pelecanus erythrorhynchos,"Pélican blanc, Pélican d'Amérique"
Pelecanus occidentalis,Zozo fou
Pelecanus onocrotalus,Pélican blanc
Pelecanus rufescens,Pélican gris
Microcarbo africanus,Cormoran africain
Pelecanus africanus,
Phalacrocorax africanus,
Phalacrocorax coronatus,
Microcarbo pygmaeus,Cormoran pygmée
Pelecanus pygmeus,
Phalacrocorax pygmaeus,
Phalacrocorax aristotelis,Cormoran huppé
Pelecanus aristotelis,
Carbo Desmarestii,
Phalacrocorax atriceps,Cormoran impérial
Phalacrocorax albiventer,
Phalacrocorax auritus,Cormoran à aigrettes
Carbo auritus,
Phalacrocorax brasilianus,"Cormoran olivâtre, Cormoran vigua"
Nannopterum brasilianum,
Pelecanus olivaceus,
Phalacrocorax olivaceus,
Procellaria brasiliana,
Phalacrocorax carbo,Grand Cormoran
Carbo cormoranus,
Halieus lucidus,
Pelecanus carbo,
Pelecanus sinensis,
Phalacrocorax melanogenis,Cormoran de Crozet
Hypoleucus melanogenis,
Phalacrocorax melanoleucos,Cormoran pie
Hydrocorax melanoleucos,
Microcarbo melanoleucos,
Phalacrocorax sulcirostris,Cormoran noir
Carbo sulcirostris,
Phalacrocorax verrucosus,Cormoran de Kerguelen
Halieus verrucosus,
Morus bassanus,Fou de Bassan
Pelecanus bassanus,
Sula bassana,
Morus capensis,Fou du Cap
Dysporus capensis,
Sula capensis,
Morus serrator,Fou austral
Pelecanus serrator,
Sula (Morus) serrator,
Papasula abbotti,Fou d'Abbott
Sula abbotti,
Sula dactylatra,Fou masqué
Sula granti,Fou de Grant
Sula leucogaster,Fou brun
Pelecanus leucogaster,
Sula nesiotes,
Pelecanus Plotus,
Sula nebouxii,Fou à pieds bleus
Sula sula,Fou à pieds rouges
Pelecanus sula,
Pelecanus piscator,
Sula piscator,
Eudocimus albus,Ibis blanc
Scolopax alba,
Eudocimus ruber,Ibis rouge
Scolopax rubra,
Geronticus eremita,Ibis chauve
Upupa eremita,
Mesembrinibis cayennensis,"Ibis vert, Flamant bois"
Tantalus cayennensis,
Platalea ajaja,"Spatule rose, Spatule rosée"
Ajaia ajaja,Spatule rosée
Platalea alba,Spatule d'Afrique
Platalea leucorodia,Spatule blanche
Platalea regia,Spatule royale
Plegadis falcinellus,Ibis falcinelle
Tantalus falcinellus,
Plegadis ridgwayi,Ibis de Ridgway
Falcinellus ridgwayi,
Theristicus caudatus,
Scolopax caudatus,
Threskiornis aethiopicus,Ibis sacré
Tantalus aethiopicus,
Threskiornis bernieri,Ibis malgache
Ibis bernieri,
Threskiornis melanocephalus,Ibis à tête noire
Tantalus melanocephalus,
Threskiornis solitarius,
Apterornis solitarius,
Raphus solitarius,
Phaethon aethereus,Phaéton à bec rouge
Phaethon lepturus,Phaéton à bec jaune
Phäethon catesbyi,
Phaethon rubricauda,"Phaéton à brins rouges, Paille en queue à brins rouges"
Phoeniconaias minor,"Flamant nain, Petit flamant"
Phoenicopterus minor,
Phoenicopterus chilensis,Flamant du Chili
Phoenicopterus roseus,Flamant rose
Phoenicopterus antiquorum,
Phoenicopterus ruber,
Podiceps auritus,Grèbe esclavon
Colymbus auritus,
Podicipes auritus,
Podiceps cristatus,Grèbe huppé
Colymbus cristatus,
Podicipes cristatus,
Podiceps grisegena,Grèbe jougris
Colymbus grisegena,
Podicipes grisegena,
Podiceps nigricollis,Grèbe à cou noir
Podicipes nigricollis,
Podilymbus podiceps,Grèbe à bec bigarré
Colymbus podiceps,
Podiceps antarcticus,
Tachybaptus dominicus,Grèbe minime
Colymbus dominicus,
Tachybaptus novaehollandiae,Grèbe australasien
Tachybaptus ruficollis,Grèbe castagneux
Colymbus ruficollis,
Podiceps ruficollis,
Podiceps capensis,
Bucco capensis,Tamatia à collier
Bucco tamatia,Tamatia tacheté
Nystactes tamatia,
Chelidoptera tenebrosa,Barbacou à croupion blanc
Cuculus tenebrosus,
Malacoptila fusca,Tamatia brun
Bucco fuscus,
Monasa atra,Barbacou noir
Cuculus ater,
Nonnula rubecula,Barbacou rufalbin
Bucco rubecula,
Notharchus macrorhynchos,Tamatia à gros bec
Bucco macrorhynchos,
Notharchus tectus,Tamatia pie
Bucco tectus,
Capito niger,Cabézon tacheté
Bucco niger,
Brachygalba lugubris,Jacamar brun
Galbula lugubris,
Galbula albirostris,Jacamar à bec jaune
Galbula dea,Jacamar à longue queue
Alcedo dea,
Galbula galbula,Jacamar vert
Alcedo Galbula,
Galbula leucogastra,Jacamar à ventre blanc
Galbula ruficauda,Jacamar à queue rousse
Jacamerops aureus,Grand Jacamar
Alcedo aurea,
Jacamerops aurea,
Campephilus melanoleucos,Pic de Malherbe
Picus melanoleucos,
Campephilus rubricollis,Pic à cou rouge
Picus rubricollis,
Celeus elegans,Pic mordoré
Picus elegans,
Celeus flavus,Pic jaune
Picus flavus,
Celeus grammicus,Pic de Verreaux
Picus grammicus,
Celeus torquatus,Pic à cravate noire
Picus torquatus,
Celeus undatus,Pic ondé
Picus undatus,
Colaptes auratus,Pic flamboyant
Cuculus auratus,
Colaptes punctigula,Pic de Cayenne
Picus punctigula,
Colaptes rubiginosus,Pic or-olive
Piculus rubiginosus,Pic or-olive
Picus rubiginosus,
Dendrocopos leucotos,Pic à dos blanc
Picus lecotos,
Picus lilfordi,
Dendrocopos major,Pic épeiche
Dryocopus major,
Picoides major,
Picus major,
Dryobates major,
Dendrocopos medius,Pic mar
Leiopicus medius,
Picoides medius,
Picus medius,
Dendrocoptes medius,
Dryobates medius,
Dendrocopos minor,Pic épeichette
Dryobates minor,
Picoides minor,
Picus minor,
Dryocopus lineatus,Pic ouentou
Hylatomus lineatus,
Picus lineatus,
Dryocopus martius,Pic noir
Picus martius,
Jynx torquilla,Torcol fourmilier
Melanerpes candidus,Pic dominicain
Picus candidus,
Melanerpes cruentatus,Pic à chevron d'or
Picus cruentatus,
Melanerpes erythrocephalus,
Picus erythrocephalus,
Melanerpes herminieri,"Pic de la Guadeloupe, Tapeur"
Picus herminieri,
Picoides arcticus,Pic à dos noir
Picus (Apternus) arcticus,
Picoides pubescens,Pic mineur
Dryobates pubescens,
Picus pubescens,
Picoides tridactylus,Pic tridactyle
Picus tridactylus,
Picoides villosus,Pic chevelu
Dryobates villosus,
Leuconotopicus villosus,
Picus villosus,
Piculus chrysochloros,Pic vert-doré
Picus chrysochloros,
Piculus flavigula,Pic à gorge jaune
Picus flavigula,
Picumnus cirratus,Picumne frangé
Picumnus exilis,Picumne de Buffon
Picus exilis,
Picumnus minutissimus,Picumne de Cayenne
Picus minutissimus,
Picumnus spilogaster,Picumne à ventre blanc
Picus canus,Pic cendré
Picus sharpei,Pic de Sharpe
Gecinus sharpei,
Picus viridis,"Pic vert, Pivert"
Gecinus viridis,
Sphyrapicus varius,Pic maculé
Picus varius,
Veniliornis affinis,
Picus affinis,
Veniliornis cassini,Pic de Cassin
Mesopicus cassini,
Veniliornis passerinus,Pic passerin
Picus passerinus,
Veniliornis sanguineus,
Picus sanguineus,
Aulacorhynchus derbianus,Toucanet de Derby
Aulacorhynchus whitelianus,Toucanet de Whitely
Pteroglossus aracari,Araçari grigri
Ramphastos aracari,
Ramphastos atricollis,
Pteroglossus viridis,Araçari vert
Ramphastos viridis,
Ramphastos toco,Toucan toco
Ramphastos tucanus,"Toucan à bec rouge, Toucan de Cuvier"
Ramphastos vitellinus,"Toucan vitellin, Toucan ariel"
Selenidera nattereri,
Pteroglossus Nattereri,
Selenidera piperivora,Toucanet koulik
Pteroglossus culik,
Ramphastos piperivorus,
Selenidera culik,
Diomedea epomophora,Albatros royal
Diomedea epomorpha,
Diomedea exulans,"Albatros hurleur, Grand albatros"
Diomedea amsterdamensis,Albatros d'Amsterdam
Phoebetria fusca,Albatros fuligineux à dos sombre
Diomedea fusca,
Phoebetria palpebrata,Albatros fuligineux à dos clair
Diomedea palpebrata,
Thalassarche bulleri,
Diomedea bulleri,
Thalassarche carteri,"Albatros à bec jaune, Albatros à bec jaune de l'Océan Indien"
Thalassarche bassi,
Thalassogeron carteri,
Thalassarche cauta,"Albatros à cape blanche, Albatros timide"
Diomedea cauta,
Thalassarche chlororhynchos,"Albatros à bec jaune, Albatros à nez jaune"
Diomedea chlororhynchos,Albatros à bec jaune
Thalassarche chlororhynchus,
Thalassarche chlororhyncos,
Thalassogeron chlororhynchus,
Thalassarche chrysostoma,Albatros à tête grise
Diomedea chrysostoma,
Thalassarche eremita,Albatros des Chatham
Thalassarche impavida,Albatros de Campbell
Thalassarche melanophris,Albatros à sourcils noirs
Diomedea melanophris,
Diomedea melanophrys,Albatros à sourcils noirs
Thalassarche melanophrys,
Thalassarche salvini,
Thalassogeron salvini,
Thalassarche steadi,Albatros à cape blanche
Hydrobates castro,"Océanite de Castro, Océanite du Cap Vert, Océanite de Monteiro, Pétrel de Castro"
Oceanodroma castro,"Pétrel de Castro, Océanite de Castro"
Thalassidroma castro,
Hydrobates leucorhous,"Océanite cul-blanc, Pétrel cul-blanc"
Oceanodroma leucorhoa,
Procellaria leucorhoa,
Hydrobates matsudairae,océanite de Matsudaira
Oceanodroma matsudairae,
Hydrobates monorhis,"Océanite de Swinhoe, Pétrel de Swinhoe"
Oceanodroma monorhii,
Oceanodroma monorhis,
Thalassidroma monorhis,
Hydrobates pelagicus,"Océanite tempête, Pétrel tempête"
Procellaria pelagica,
Thalassidroma melitensis,
Fregetta grallaria,Océanite à ventre blanc
Procellaria grallaria,
Fregetta lineata,Océanite tempête de Nouvelle-Calédonie
Thalassidroma lineata,
Fregetta tropica,Océanite à ventre noir
Thalassidroma tropica,
Garrodia nereis,Océanite à croupion gris
Oceanites nereis,
Procellaria nereis,
Thalassidroma nereis,
Nesofregetta fuliginosa,Océanite à gorge blanche
Procellaria fuliginosa,
Oceanites oceanicus,"Océanite de Wilson, Pétrel de Wilson"
Procellaria oceanica,
Pelagodroma marina,"Océanite frégate, Pétrel frégate"
Procellaria marina,
Aphrodroma brevirostris,Pétrel de Kerguelen
Lugensa brevirostris,Pétrel de Kerguelen
Procellaria brevirostris,
Pterodroma brevirostris,
Ardenna carneipes,Puffin à pieds pâles
Puffinus carneipes,
Ardenna creatopus,Puffin à pieds roses
Puffinus creatopus,
Ardenna gravis,Puffin majeur
Procellaria gravis,
Puffinus gravis,
Ardenna grisea,Puffin fuligineux
Procellaria grisea,
Puffinus griseus,
Ardenna pacifica,"Puffin fouquet, Puffin du Pacifique"
Procellaria pacifica,
Puffinus pacificus,
Bulweria bulwerii,Pétrel de Bulwer
Procellaria bulwerii,
Thalassidroma bulwerii,
Bulweria fallax,Pétrel de Jouanin
Calonectris borealis,Puffin cendré
Puffinus borealis,
Calonectris diomedea,Puffin de Scopoli
Procellaria diomedea,
Procellaria kuhlii,
Puffinus diomedea,
Puffinus kuhli,
Calonectris edwardsii,Puffin du Cap-Vert
Puffinus Edwardsii,
Calonectris leucomelas,Puffin leucomèle
Procellaria leucomelas,
Daption capense,Damier du Cap
Procellaria capensis,
Fulmarus glacialis,"Fulmar boréal, Pétrel fulmar"
Procellaria glacialis,
Fulmarus glacialoides,"Fulmar argenté, Fulmar antarctique"
Procellaria glacialoides,
Halobaena caerulea,"Pétrel bleu, Prion bleu"
Procellaria caerulea,
Macronectes giganteus,"Fulmar géant, Fulmar de Hall, Pétrel géant"
Procellaria gigantea,
Macronectes halli,"Fulmar de Hall, Pétrel de Hall"
Pachyptila belcheri,Prion de Belcher
Heteroprion belcheri,
Pachyptila desolata,Prion de la désolation
Pseudoprion desolatus,
Pachyptila salvini,Prion de Salvin
Pachyptila macgillivrayi,
Pachyptila turtur,"Petit prion, Prion colombe"
Pachyptila crassirostris,
Procellaria turtur,
Pachyptila vittata,Prion de Forster
Pagodroma nivea,Pétrel des neiges
Pelecanoides georgicus,"Pétrel plongeur de Géorgie du Sud, Puffinure de Géorgie du Sud"
Pelecanoides urinatrix,"Pétrel plongeur commun, Puffinure plongeur"
Pelecanoides urinatix,
Procellaria urinatrix,
Pelecanoides exsul,
Procellaria aequinoctialis,Pétrel à menton blanc
Procellaria cinerea,"Pétrel gris, Puffin gris"
Adamastor cinereus,
Procellaria conspicillata,
Pseudobulweria aterrima,Pétrel noir de Bourbon
Pterodroma aterrima,
Pseudobulweria rostrata,Pétrel de Tahiti
Pterodroma alba,Pétrel à poitrine blanche
Procellaria alba,
Pterodroma arminjoniana,Pétrel de la Trinité
Aestrelata arminjoniana,
Pterodroma baraui,Pétrel de Barau
Bulweria baraui,
Pterodroma brevipes,Pétrel à collier
Pterodroma (Leucoptera) brevipes,
Pterodroma caribbaea,Pétrel de Jamaïque
Pterodroma cervicalis,Pétrel à col blanc
Pterodroma cookii,Pétrel de Cook
Pterodroma deserta,Pétrel des Desertas
Pterodroma feae,
Pterodroma externa,Pétrel de Juan Fernández
Oestrelata feae,
Pterodroma hasitata,Pétrel diablotin
Procellaria hasitata,
Pterodroma heraldica,"Pétrel du Herald, Pétrel héraut"
OEstrelata heraldica,
Pterodroma inexpectata,Pétrel maculé
Procellaria inexpectata,
Pterodroma lessonii,"Pétrel de Lesson, Pétrel à tête blanche"
Procellaria Lessonii,
Pterodroma leucoptera,Pétrel de Gould
Procellaria leucoptera,
Pterodroma macroptera,Pétrel noir
Procellaria macroptera,
Pterodroma mollis,Pétrel soyeux
Procellaria mollis,
Pterodroma neglecta,Pétrel de Kermadec
Procellaria neglecta,
Pterodroma nigripennis,Pétrel à ailes noires
Oestrelata nigripennis,
Pterodroma sandwichensis,Pétrel des Hawaii
Oestrelata sandwichensis,
Pterodroma solandri,Pétrel de Solander
Procellaria Solandri,
Pterodroma phillipii,
Pterodroma ultima,Pétrel de Murphy
Puffinus assimilis,"Petit puffin, Puffin semblable"
Puffinus auricularis,Puffin de Townsend
Puffinus myrtae,
Puffinus newelli,
Puffinus bailloni,"Puffin tropical, Puffin de Baillon"
Puffinus bulleri,Puffin de Buller
Ardenna bulleri,
Puffinus gavia,Puffin volage
Procellaria gavia,
Puffinus lherminieri,Puffin d'Audubon
Procellaria baroli,
Puffinus baroli,
Puffinus mauretanicus,Puffin des Baléares
Puffinus nativitatis,Puffin de la Nativité
Puffinus puffinus,Puffin des Anglais
Procellaria puffinus,
Puffinus tenuirostris,Puffin à bec grêle
Ardenna tenuirostris,
Procellaria tenuirostris,
Puffinus yelkouan,Puffin yelkouan
Procellaria yelkouan,
Thalassoica antarctica,Pétrel antarctique
Procellaria antarctica,
Cacatua alba,Cacatoès blanc
Psittacus albus,
Cacatua galerita,Cacatoès à huppe jaune
Psittacus galeritus,
Cacatua sulphurea,Cacatua sulphurea
Psittacus sulphureus,
Eolophus roseicapilla,Cacatoès rosalbin
Cacatua roseicapilla,
Nymphicus hollandicus,Calopsitte élégante
Psittacus hollandicus,
Amazona amazonica,Amazone aourou
Psittacus amazonicus,
Amazona dufresniana,Amazone de Dufresne
Psittacus dufresnianus,
Amazona farinosa,Amazone poudrée
Psittacus farinosus,
Amazona martinicana,"Ara de la  Martinique, Amazone de la Martinique"
Ara martinica,
Amazona ochrocephala,Amazone à tête jaune
Psittacus ochrocephalus,
Amazona violacea,Perroquet de Guadeloupe
Psittacus violaceus,
Ara ararauna,Ara bleue
Psittacus ararauna,
Ara chloropterus,Ara chloroptère
Ara guadeloupensis,Ara de Guadeloupe
Ara macao,"Ara rouge, Ara macao"
Psittacus macao,
Ara severus,Ara vert
Ara severa,
Psittacus severus,
Aratinga maculata,Conure de Pinto
Psittacus maculatus,
Aratinga nenday,Conure nanday
Nandayus nenday,
Psittacus nenday,
Aratinga solstitialis,Conure soleil
Psittacus solstitialis,
Brotogeris chrysoptera,Toui para
Brotogeris chrysopterus,
Psittacus chrysopterus,
Brotogeris versicolurus,Toui à ailes variées
Psittacus versicolurus,
Deroptyus accipitrinus,Papegeai maillé
Psittacus accipitrinus,
Diopsittaca nobilis,Ara noble
Ara nobilis,Ara noble
Psittacus nobilis,
Eupsittula aurea,Conure couronnée
Aratinga aurea,
Psittacus aureus,
Eupsittula labati,"Perrique de Guadeloupe, Conure de Guadeloupe"
Aratinga labati,
Psittacara labati,
Eupsittula pertinax,Conure cuivrée
Aratinga pertinax,
Psittacus pertinax,
Forpus modestus,Toui de Sclater
Psittacula modesta,
Forpus sclateri,Toui de Sclater
Psittacula Sclateri,
Forpus passerinus,Toui été
Psittacus passerinus,
Graydidascalus brachyurus,Caïque à queue courte
Psittacus brachyurus,
Myiopsitta monacha,Conure veuve
Myiopsitta monachus,
Psittacus monachus,
Orthopsittaca manilatus,Ara macavouanne
Ara manilata,Ara macavouanne
Orthopsittaca manilata,
Psittacus manilatus,
Pionites melanocephalus,"Caïque maïpouri, Caïque maïpourri, Maïpouri à tête noire"
Pionites melanocephala,
Psittacus melanocephalus,
Pionus fuscus,Pione violette
Pionus menstruus,Pione à tête bleue
Psittacus menstruus,
Poicephalus senegalus,You-You du Sénégal
Psittacus Senegalus,
Psittacara chloropterus,Conure maîtresse
Aratinga chloroptera,Conure maîtresse
Psittacara leucophthalmus,Conure pavouane
Aratinga leucophthalma,Conure pavouane
Aratinga leucophthalmus,
Psittacus leucophthalmus,
Psittacus borbonicus,
Psittacus erithacus,Perroquet jaco
Pyrilia caica,Caïque à tête noire
Gypopsitta caica,
Pionopsitta caica,Caïque à tête noire
Pyrrhura picta,Conure versicolore
Touit batavicus,Toui à sept couleurs
Psittaca Batavica,
Touit batavica,
Touit purpuratus,Toui à queue pourprée
Psittacus purpuratus,
Touit purpurata,
Agapornis canus,Inséparable à tête grise
Psittacus canus,
Agapornis fischeri,Inséparable de Fischer
Agapornis personatus,Inséparable masqué
Agapornis personata,
Agapornis pullarius,Inséparable à tête rouge
Psittacus pullarius,
Agapornis roseicollis,Inséparable rosegorge
Psittacus roseicollis,
Charmosyna diadema,"Loriquet à diadème, Lori à diadème"
Psitteuteles diadema,
Coracopsis vasa,
Psittacus Vasa,
Cyanoramphus saisseti,"Perruche calédonienne, Perruche à front rouge"
Cyanoramphus ulietanus,Perruche de Raiatea
Psittacus ulietanus,
Cyanoramphus zealandicus,Perruche de Tahiti
Psittacus zealandicus,
Eunymphicus cornutus,"Perruche cornue, Perruche de la chaîne"
Psittacus cornutus,
Eunymphicus uvaeensis,Perruche d'Ouvéa
Nymphicus uvaeensis,
Mascarinus mascarinus,Le perroquet mascarin
Mascarinus mascarin,Le perroquet mascarin
Psittacus mascarinus,
Melopsittacus undulatus,Perruche ondulée
Psittacus undulatus,
Platycercus elegans,Perruche de Pennant
Psittacus elegans,
Platycercus eximius,
Psittacus eximius,
Psittacula bensoni,Perroquet de Benson
Lophopsittacus bensoni,
Psittacula eques,"Perruche à collier de Maurice, Perruche de La Réunion"
Psittacus eques,
Psittacula eupatria,
Psittacus eupatria,
Psittacula krameri,Perruche à collier
Paleornis torquatus,
Psittacus krameri,
Psittacula roseata,Perruche à tête rose
Trichoglossus haematodus,Loriquet à tête bleue
Psittacus haematodus,
Trichoglossus Deplanchii,
Vini australis,Lori fringillaire
Psittacus australis,
Vini kuhlii,Lori de Kuhl
Vini peruviana,Lori nonette
Psittacus peruvianus,
Vini sinotoi,Lori de Sinoto
Vini ultramarina,Lori ultramarin
Vini vidivici,Lori conquis
Pterocles alchata,Ganga cata
Tetrao alchata,
Syrrhaptes paradoxus,Syrrhapte paradoxal
Tetrao paradoxa,
Aptenodytes forsteri,Manchot empereur
Aptenodytes patagonicus,Manchot royal
Aptenodytes longirostris,
Eudyptes chrysocome,Gorfou sauteur
Aptenodytes chrysocome,
Eudyptes filholi,
Eudyptes chrysolophus,Gorfou maraconi
Catarhactes chrysolophus,
Eudyptes moseleyi,"Gorfou sauteur du Nord, Gorfou de Moseley"
Eudyptes schlegeli,Gorfou de Schlegel
Eudyptes sclateri,Gorfou huppé
Pygoscelis adeliae,Manchot Adelie
Catarrhactes adeliae,
Pygoscelis antarcticus,Manchot à jugulaire
Aptenodytes antarctica,
Pygoscelis antarctica,
Pygoscelis papua,Manchot papou
Aptenodytes papua,
Aegolius acadicus,"Chouette Limard, Petite nyctale"
Strix acadica,
Aegolius funereus,"Chouette de Tengmalm, Nyctale de Tengmalm"
Strix funerea,
Asio clamator,Hibou strié
Bubo Clamator,
Pseudoscops clamator,Hibou strié
Asio flammeus,Hibou des marais
Asio accipitrinus,
Strix flammeus,
Strix brachyotus,
Asio otus,Hibou moyen-duc
Strix otus,
Asio stygius,Hibou maître-bois
Nyctalops stygius,
Athene cunicularia,"Chevêche des terriers, Chouette des terriers"
Strix cunicularia,
Athene noctua,"Chevêche d'Athéna, Chouette chevêche"
Athene vidalii,
Strix noctua,
Carine noctua,
Bubo bubo,Grand-duc d'Europe
Bubo maximus,
Strix bubo,
Bubo scandiacus,Harfang des neiges
Bubo scandiaca,
Nyctea nivea,
Nyctea nyctea,
Nyctea scandiaca,
Strix nyctea,
Strix scandiaca,
Bubo virginianus,"Grand-duc de Virginie, Grand Duc d’Amérique"
Strix virginiana,
Strix nacurutu,
Ciccaba huhula,Chouette huhul
Strix huhula,Chouette huhul
Ciccaba virgata,Chouette mouchetée
Strix virgata,Chouette mouchetée
Syrnium virgatum,
Glaucidium brasilianum,Chevêchette brune
Strix brasiliana,
Glaucidium hardyi,Chevêchette d'Amazonie
Glaucidium passerinum,"Chevêchette d'Europe, Chouette chevêchette"
Strix passerina,
Lophostrix cristata,Duc à aigrettes
Megascops choliba,Petit-duc choliba
Otus choliba,Petit Duc choliba
Strix choliba,
Strix crucigera,
Megascops guatemalae,Petit-duc guatémaltèque
Scops guatemalae,
Megascops roraimae,
Otus roraimae,
Scops roraimae,
Megascops watsonii,Petit-duc de Watson
Ephialtes watsonii,
Otus watsonii,Petit-duc de Watson
Otus grucheti,
Mascarenotus grucheti,
Otus mayottensis,Petit-duc malgache
Otus rutilus,Petit duc
Scops rutilus,
Otus scops,"Petit-duc scops, Hibou petit-duc"
Strix scops,
Pulsatrix perspicillata,Chouette à lunettes
Strix aluco,Chouette hulotte
Surnia ulula,Chouette épervière
Strix ulula,
Tyto alba,"Effraie des clochers, Chouette effraie"
Strix alba,
Strix ernesti,
Strix delicatulus,
Strix Poensis,
Tyto javanica,
Strix javanica,
Tyto delicatula,
Tyto letocarti,
Tyto longimembris,"Éffraie de prairie, Chouette"
Crypturellus brevirostris,Tinamou rubigineux
Tinamus brevirostris,
Crypturellus cinereus,Tinamou cendré
Tetrao cinereus,
Crypturellus erythropus,Tinamou à pieds rouges
Tinamus erythropus,
Crypturellus soui,Tinamou soui
Tinamus soui,
Crypturellus undulatus,Tinamou vermiculé
Tinamus undulatus,
Crypturellus variegatus,Tinamou varié
Tetrao variegatus,
Tinamus major,Grand Tinamou
Trogon collaris,Trogon rosalba
Trogon melanurus,Trogon à queue noire
Trogon rufus,Trogon aurore
Trogon violaceus,Trogon violacé
Trogon viridis,Trogon à queue blanche
